case_number,case_url,file_date,property_address,filing_no,volume_no,page_no,county,created_at,is_new,doc_type
RP-2025-190008,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZdKFwbszQ1ASVVF8/vN4V8fjt7vxAgk5XmSkJKzm72ng6g8/MLbYIfV2DSlkuo6RkJbztEOkko7gd1fC6Op9/YSwWYclp+Vxk/V1e5sd+Sh0v8mZHNqsJpchUDzfyfKHQ==,05/20/2025,"as 2035 Southern Pines Dr,
Kinguiood, TX 77339.

‘",,2,2,Harris,2025-05-25 11:35:52.815273,True,L/P
RP-2025-190004,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVelbv5mNHyAh7SJyoxekk8knckfdW/+VKGCXQJT4ef5xvLekO6RnGhG3ttF+fZqRqA1Y+tQNnHslrICdpaUHTTfmbDXrC1rQxlw9WPBHKOiiyYL92ivUv3EPLGQrIFJjNA==,05/20/2025,"2026 Pines Drive, Kingwood, TX 77539",,2,2,Harris,2025-05-25 11:36:05.269174,True,L/P
RP-2025-189991,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVc6ODRLYjbIWVKIdnpfLsKsOqw5NRYd85tVMKSsJtNAkEccUE70gmZ7aslqvZDWKt3uQ/k8lszGtzsEA9vL0p3TTLvxaPDr9pffIA1FV8TX5RgXnT2azApgNCHSv9y3EGA==,05/20/2025,": Ly
i
ing to in Votan 222,

o
1907 Southern Pines Di, Kingroood, TX 77339,

Thie action socks: (@)",,2,2,Harris,2025-05-25 11:36:15.771323,True,L/P
RP-2025-189987,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf0UpaM8gtBLXLonF5mZMTSALgFjO0cyrAbQCk9C1sxIE3hW+IMTyGR0QRZABpQBHrxX84sBjk+dW4ysXlUM1t8gS8MdvYhzC7yId1gwRNvlXx2Fg3pCV/xCsGKZRMStDQ==,05/20/2025,"HIGHLAND WOODS, SECTION TWO, Harris, Texas, 77084",,2,2,Harris,2025-05-25 11:36:27.148293,True,L/P
RP-2025-189790,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUjgqoqBvoQ8llUmcjX0VkVhFsBXr+5SZtxBGORBc6rJ/bSk6T5j50NL9+7YfpZOw2WviZbJ7ET3cFKC02dKTIDnfQk7XAJOCKVFebOvCobmGxmLBMBIDjxF9JMsRa7iWw==,05/20/2025,1250550 COUNTY CIVIL COURT AT LA,,5,5,Harris,2025-05-25 11:36:37.497524,True,L/P
RP-2025-189628,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVR8H/flnLAlKuvnkVUp0Dp0m6dyH6iIp9Y4VBs4WIv2UNGnNxTe6+FMBnnw3IIA21qaHIhWViuKZ9J4Ga4cmyggo8P9a5Nh9OdNT4jnrn3eYJiKG16wSPxdUOsomHPXN4Q==,05/19/2025,"as 1971

Sua Gopmenenery",,2,2,Harris,2025-05-25 11:36:47.426118,True,L/P
RP-2025-189211,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWT2tLMOMCLGbJQIDotkxRI+Ps7y7uGU/jPjiIBDiZl7FBKf5uUJnlJOf3P1oYPDggTj+zO59stH/mwb3TCZsyylbah6ezPajqv0QWcYsZVRdn9mmAmhLDjfEQOKo35aSQ==,05/19/2025,s,,2,2,Harris,2025-05-25 11:36:57.246988,True,L/P
RP-2025-189086,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZkaznpNG1a5UzT1nE5IR3lrxx051WoX4iDmZHgT7pVTgQojunU3CRBBBekpae5x5lc1q2ajppR++fUrSZQVAhFUugi0gM57e5/DjkBRNqO22Au0u5EhR+OQiO3fEZnuPw==,05/19/2025,1251010 COUNTY giyIL COURT AT LA,,5,5,Harris,2025-05-25 11:37:08.099659,True,L/P
RP-2025-189062,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfn/hqlxgwU3XePo5C98sVJcYKDtZwvxRB3+X1tWcQK0FMHBQN5WHu+B+8t3X4NAM+Gz4AekkvhvNA9gDY0Mg0WOPUPZ+EoQfQJlKsOi6X9as06Ow1OJVxmxGKgyjlahHQ==,05/19/2025,"540 Heights. Blvd, Suite 300-J Houston, Texas 77007",,3,3,Harris,2025-05-25 11:37:18.496447,True,L/P
RP-2025-189052,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQWVoLZwbagBlaw/ox4OReBOH4rETgEJLrkWuWb50W4LmDMieFcJwbnamOweliaxBNRC/9VBXko/672EjU72xCtp2QQ+pK/GkapLSYqi0qFC8sD9NSegDWJhdYgJk18PNQ==,05/19/2025,"10727 Lake Riata Lime, Cypress, TX 77438.
Scion seeks fa)",,2,2,Harris,2025-05-25 11:37:28.448113,True,L/P
